3
20
31
14
8
8
12
13
34
10
36
1
29
33
25
22
8
22
13
23
29
14
33
15
16
15
24
11
23
15
17
25
7
35
25
31
28
20
4
17
25
33
20
20
-2
20
20
1
33
19
35
3
9
20
29
